,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Year,Month,Days,Week,City,Total Revenue
45340,AA Batteries (4-pack),2.0,3.839999914169312,2019-11-19 19:23:00,"505 South St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,7.679999828338624
45365,AA Batteries (4-pack),2.0,2.990000009536743,2019-11-19 17:00:00,"358 Washington St, Atlanta, GA 30301",2019,11,19,47,Atlanta,5.980000019073486
45370,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 21:53:00,"344 Maple St, Atlanta, GA 30301",2019,11,19,47,Atlanta,2.990000009536743
45413,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 19:16:00,"950 Highland St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,11.949999809265137
45419,AA Batteries (4-pack),3.0,2.990000009536743,2019-11-19 17:56:00,"626 7th St, Boston, MA 02215",2019,11,19,47,Boston,8.97000002861023
45428,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 13:49:00,"49 Forest St, Dallas, TX 75001",2019,11,19,47,Dallas,2.990000009536743
45430,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 11:28:00,"194 Sunset St, Portland, OR 97035",2019,11,19,47,Portland,11.949999809265137
45431,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 13:33:00,"371 Johnson St, Dallas, TX 75001",2019,11,19,47,Dallas,3.839999914169312
45528,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 07:02:00,"217 Johnson St, Atlanta, GA 30301",2019,11,19,47,Atlanta,149.99000549316406
45543,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 15:18:00,"943 Willow St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.949999809265137
45546,Vareebadd Phone,1.0,400.0,2019-11-19 22:52:00,"28 Forest St, San Francisco, CA 94016",2019,11,19,47,San Francisco,400.0
45614,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 10:23:00,"135 Chestnut St, San Francisco, CA 94016",2019,11,19,47,San Francisco,99.98999786376952
45615,Wired Headphones,1.0,11.989999771118164,2019-11-19 13:39:00,"140 Spruce St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
45644,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 18:53:00,"825 Church St, New York City, NY 10001",2019,11,19,47,New York City,99.98999786376952
45674,Wired Headphones,1.0,11.989999771118164,2019-11-19 14:43:00,"687 8th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
45708,Wired Headphones,1.0,11.989999771118164,2019-11-19 21:32:00,"757 Meadow St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
45715,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 20:04:00,"97 1st St, Boston, MA 02215",2019,11,19,47,Boston,149.99000549316406
45734,LG Washing Machine,1.0,600.0,2019-11-19 19:31:00,"781 5th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,600.0
45737,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 13:44:00,"972 Washington St, Portland, OR 97035",2019,11,19,47,Portland,149.99000549316406
45744,34in Ultrawide Monitor,1.0,379.989990234375,2019-11-19 09:15:00,"262 10th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,379.989990234375
45752,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 20:59:00,"377 Jefferson St, New York City, NY 10001",2019,11,19,47,New York City,149.99000549316406
45773,27in 4K Gaming Monitor,1.0,389.989990234375,2019-11-19 11:01:00,"945 14th St, Dallas, TX 75001",2019,11,19,47,Dallas,389.989990234375
45790,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 13:04:00,"847 Main St, Atlanta, GA 30301",2019,11,19,47,Atlanta,14.949999809265137
45796,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 14:56:00,"126 Elm St, Boston, MA 02215",2019,11,19,47,Boston,3.839999914169312
45805,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 11:57:00,"248 Walnut St, San Francisco, CA 94016",2019,11,19,47,San Francisco,14.949999809265137
45818,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 11:32:00,"548 14th St, Dallas, TX 75001",2019,11,19,47,Dallas,11.949999809265137
45861,Macbook Pro Laptop,1.0,1700.0,2019-11-19 10:27:00,"119 Lakeview St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,1700.0
45889,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 21:52:00,"54 4th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
45933,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 22:38:00,"36 9th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,2.990000009536743
45972,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 11:46:00,"225 Spruce St, New York City, NY 10001",2019,11,19,47,New York City,11.949999809265137
45997,Google Phone,1.0,600.0,2019-11-19 13:16:00,"512 Elm St, Atlanta, GA 30301",2019,11,19,47,Atlanta,600.0
46016,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 07:49:00,"831 6th St, Portland, ME 04101",2019,11,19,47,Portland,99.98999786376952
46106,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 18:16:00,"972 Lincoln St, Portland, OR 97035",2019,11,19,47,Portland,2.990000009536743
46136,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 21:57:00,"554 Jefferson St, San Francisco, CA 94016",2019,11,19,47,San Francisco,149.99000549316406
46162,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 21:56:00,"358 Willow St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,3.839999914169312
46202,Apple Airpods Headphones,1.0,150.0,2019-11-19 00:02:00,"482 11th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,150.0
46203,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 10:21:00,"858 Willow St, Seattle, WA 98101",2019,11,19,47,Seattle,99.98999786376952
46265,Wired Headphones,1.0,11.989999771118164,2019-11-19 17:44:00,"973 10th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,11.989999771118164
46307,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 18:27:00,"265 Ridge St, San Francisco, CA 94016",2019,11,19,47,San Francisco,14.949999809265137
46357,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 19:28:00,"634 Lincoln St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.949999809265137
46384,Apple Airpods Headphones,1.0,150.0,2019-11-19 19:57:00,"770 Lincoln St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,150.0
46389,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 17:25:00,"133 Center St, Boston, MA 02215",2019,11,19,47,Boston,2.990000009536743
46425,iPhone,1.0,700.0,2019-11-19 18:36:00,"17 10th St, Seattle, WA 98101",2019,11,19,47,Seattle,700.0
46457,Vareebadd Phone,1.0,400.0,2019-11-19 17:59:00,"356 Hill St, Dallas, TX 75001",2019,11,19,47,Dallas,400.0
46482,Wired Headphones,1.0,11.989999771118164,2019-11-19 10:52:00,"485 Lakeview St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
46503,Wired Headphones,2.0,11.989999771118164,2019-11-19 09:17:00,"805 1st St, Portland, OR 97035",2019,11,19,47,Portland,23.979999542236328
46606,Macbook Pro Laptop,1.0,1700.0,2019-11-19 09:40:00,"725 4th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,1700.0
46612,iPhone,1.0,700.0,2019-11-19 18:33:00,"900 Maple St, Seattle, WA 98101",2019,11,19,47,Seattle,700.0
46733,Wired Headphones,1.0,11.989999771118164,2019-11-19 16:23:00,"792 Spruce St, Atlanta, GA 30301",2019,11,19,47,Atlanta,11.989999771118164
46740,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 21:29:00,"405 6th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,99.98999786376952
46764,AA Batteries (4-pack),2.0,3.839999914169312,2019-11-19 15:07:00,"502 Sunset St, San Francisco, CA 94016",2019,11,19,47,San Francisco,7.679999828338624
46870,Wired Headphones,1.0,11.989999771118164,2019-11-19 15:06:00,"717 Spruce St, Atlanta, GA 30301",2019,11,19,47,Atlanta,11.989999771118164
46877,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 15:41:00,"222 South St, Seattle, WA 98101",2019,11,19,47,Seattle,11.949999809265137
46885,Wired Headphones,1.0,11.989999771118164,2019-11-19 18:00:00,"566 Park St, Portland, OR 97035",2019,11,19,47,Portland,11.989999771118164
46901,iPhone,1.0,700.0,2019-11-19 00:56:00,"172 Washington St, San Francisco, CA 94016",2019,11,19,47,San Francisco,700.0
46930,Wired Headphones,1.0,11.989999771118164,2019-11-19 07:14:00,"478 Jefferson St, Seattle, WA 98101",2019,11,19,47,Seattle,11.989999771118164
46958,20in Monitor,1.0,109.98999786376952,2019-11-19 19:02:00,"546 Adams St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,109.98999786376952
46999,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 20:25:00,"447 West St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
47001,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 17:07:00,"33 9th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,2.990000009536743
47021,AA Batteries (4-pack),2.0,2.990000009536743,2019-11-19 08:30:00,"543 Johnson St, Seattle, WA 98101",2019,11,19,47,Seattle,5.980000019073486
47077,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 19:08:00,"609 Main St, Dallas, TX 75001",2019,11,19,47,Dallas,149.99000549316406
47190,Flatscreen TV,1.0,300.0,2019-11-19 14:37:00,"955 Chestnut St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,300.0
47220,34in Ultrawide Monitor,1.0,379.989990234375,2019-11-19 22:45:00,"636 West St, San Francisco, CA 94016",2019,11,19,47,San Francisco,379.989990234375
47234,AA Batteries (4-pack),2.0,2.990000009536743,2019-11-19 20:13:00,"532 Lake St, Austin, TX 73301",2019,11,19,47,Austin,5.980000019073486
47255,Flatscreen TV,1.0,300.0,2019-11-19 09:44:00,"942 Ridge St, Seattle, WA 98101",2019,11,19,47,Seattle,300.0
47262,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 14:11:00,"1 8th St, Portland, ME 04101",2019,11,19,47,Portland,11.949999809265137
47273,Google Phone,1.0,600.0,2019-11-19 23:21:00,"317 4th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,600.0
47292,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 14:25:00,"322 North St, San Francisco, CA 94016",2019,11,19,47,San Francisco,99.98999786376952
47317,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 18:12:00,"223 Johnson St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
47328,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 01:40:00,"420 7th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,2.990000009536743
47354,Vareebadd Phone,1.0,400.0,2019-11-19 09:56:00,"601 Adams St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,400.0
47370,Wired Headphones,1.0,11.989999771118164,2019-11-19 13:22:00,"224 Cherry St, Dallas, TX 75001",2019,11,19,47,Dallas,11.989999771118164
47382,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 22:29:00,"973 2nd St, San Francisco, CA 94016",2019,11,19,47,San Francisco,99.98999786376952
47444,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 14:00:00,"764 6th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
47482,Macbook Pro Laptop,1.0,1700.0,2019-11-19 18:57:00,"944 Hickory St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,1700.0
47483,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 00:35:00,"686 8th St, Atlanta, GA 30301",2019,11,19,47,Atlanta,14.949999809265137
47490,ThinkPad Laptop,1.0,999.989990234375,2019-11-19 17:10:00,"762 Hickory St, Seattle, WA 98101",2019,11,19,47,Seattle,999.989990234375
47493,Wired Headphones,1.0,11.989999771118164,2019-11-19 17:37:00,"425 Cherry St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,11.989999771118164
47529,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 11:37:00,"130 Wilson St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.949999809265137
47542,Wired Headphones,1.0,11.989999771118164,2019-11-19 11:51:00,"666 6th St, Dallas, TX 75001",2019,11,19,47,Dallas,11.989999771118164
47565,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 12:27:00,"152 Wilson St, New York City, NY 10001",2019,11,19,47,New York City,11.949999809265137
47589,34in Ultrawide Monitor,1.0,379.989990234375,2019-11-19 15:28:00,"606 2nd St, San Francisco, CA 94016",2019,11,19,47,San Francisco,379.989990234375
47637,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 08:20:00,"550 Walnut St, Boston, MA 02215",2019,11,19,47,Boston,11.949999809265137
47646,Apple Airpods Headphones,1.0,150.0,2019-11-19 10:04:00,"370 Forest St, Portland, OR 97035",2019,11,19,47,Portland,150.0
47686,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 19:07:00,"465 Forest St, Atlanta, GA 30301",2019,11,19,47,Atlanta,99.98999786376952
47761,Wired Headphones,1.0,11.989999771118164,2019-11-19 20:01:00,"865 Johnson St, Boston, MA 02215",2019,11,19,47,Boston,11.989999771118164
47798,Wired Headphones,1.0,11.989999771118164,2019-11-19 08:29:00,"266 Jackson St, New York City, NY 10001",2019,11,19,47,New York City,11.989999771118164
47800,Wired Headphones,1.0,11.989999771118164,2019-11-19 10:08:00,"184 Park St, Atlanta, GA 30301",2019,11,19,47,Atlanta,11.989999771118164
47801,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 10:08:00,"184 Park St, Atlanta, GA 30301",2019,11,19,47,Atlanta,11.949999809265137
47836,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 10:53:00,"719 10th St, Atlanta, GA 30301",2019,11,19,47,Atlanta,149.99000549316406
47852,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 15:16:00,"122 Cherry St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
47900,iPhone,1.0,700.0,2019-11-19 16:52:00,"824 Adams St, San Francisco, CA 94016",2019,11,19,47,San Francisco,700.0
47914,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 15:16:00,"77 1st St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.949999809265137
48041,iPhone,1.0,700.0,2019-11-19 13:42:00,"448 Highland St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,700.0
48060,Google Phone,1.0,600.0,2019-11-19 10:57:00,"874 Cherry St, New York City, NY 10001",2019,11,19,47,New York City,600.0
48065,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 14:36:00,"526 Lake St, Portland, OR 97035",2019,11,19,47,Portland,3.839999914169312
48074,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 19:56:00,"178 Cedar St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,3.839999914169312
48077,Google Phone,1.0,600.0,2019-11-19 12:20:00,"406 Forest St, Boston, MA 02215",2019,11,19,47,Boston,600.0
48117,Lightning Charging Cable,2.0,14.949999809265137,2019-11-19 16:30:00,"461 Jackson St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,29.899999618530273
48165,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 13:25:00,"80 Willow St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,3.839999914169312
48166,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 19:29:00,"579 Cedar St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,149.99000549316406
48213,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 15:47:00,"691 Lakeview St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,99.98999786376952
48222,Wired Headphones,1.0,11.989999771118164,2019-11-19 11:11:00,"979 Hill St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,11.989999771118164
48289,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 15:57:00,"845 Center St, Boston, MA 02215",2019,11,19,47,Boston,149.99000549316406
48341,Wired Headphones,1.0,11.989999771118164,2019-11-19 13:15:00,"780 Lincoln St, Dallas, TX 75001",2019,11,19,47,Dallas,11.989999771118164
48377,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 18:28:00,"3 Ridge St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,2.990000009536743
48418,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 21:47:00,"443 Ridge St, New York City, NY 10001",2019,11,19,47,New York City,3.839999914169312
48419,AA Batteries (4-pack),7.0,2.990000009536743,2019-11-19 21:47:00,"443 Ridge St, New York City, NY 10001",2019,11,19,47,New York City,20.930000066757202
48530,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 18:19:00,"151 Johnson St, New York City, NY 10001",2019,11,19,47,New York City,99.98999786376952
48587,Apple Airpods Headphones,1.0,150.0,2019-11-19 09:46:00,"619 Park St, New York City, NY 10001",2019,11,19,47,New York City,150.0
48602,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 11:16:00,"949 10th St, Seattle, WA 98101",2019,11,19,47,Seattle,11.949999809265137
48629,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 12:57:00,"512 Lakeview St, Boston, MA 02215",2019,11,19,47,Boston,2.990000009536743
48631,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 19:13:00,"269 Maple St, Seattle, WA 98101",2019,11,19,47,Seattle,2.990000009536743
48678,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 21:55:00,"770 Forest St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
48692,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 14:27:00,"237 Lakeview St, New York City, NY 10001",2019,11,19,47,New York City,14.949999809265137
48733,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 23:26:00,"46 Johnson St, San Francisco, CA 94016",2019,11,19,47,San Francisco,99.98999786376952
48749,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 21:20:00,"342 Hickory St, San Francisco, CA 94016",2019,11,19,47,San Francisco,3.839999914169312
48755,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 11:52:00,"18 Dogwood St, Boston, MA 02215",2019,11,19,47,Boston,3.839999914169312
48756,Apple Airpods Headphones,1.0,150.0,2019-11-19 09:40:00,"494 River St, New York City, NY 10001",2019,11,19,47,New York City,150.0
48850,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 22:28:00,"860 Walnut St, Seattle, WA 98101",2019,11,19,47,Seattle,3.839999914169312
48901,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 12:11:00,"942 South St, Seattle, WA 98101",2019,11,19,47,Seattle,11.949999809265137
48924,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 18:32:00,"735 South St, Dallas, TX 75001",2019,11,19,47,Dallas,11.949999809265137
48925,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 18:32:00,"735 South St, Dallas, TX 75001",2019,11,19,47,Dallas,99.98999786376952
49077,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 06:22:00,"694 Spruce St, Atlanta, GA 30301",2019,11,19,47,Atlanta,11.949999809265137
49097,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 15:54:00,"882 7th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,14.949999809265137
49108,Apple Airpods Headphones,1.0,150.0,2019-11-19 20:02:00,"400 Ridge St, Portland, OR 97035",2019,11,19,47,Portland,150.0
49116,AA Batteries (4-pack),2.0,3.839999914169312,2019-11-19 17:14:00,"935 Meadow St, San Francisco, CA 94016",2019,11,19,47,San Francisco,7.679999828338624
49178,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 12:58:00,"114 14th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,2.990000009536743
49179,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 12:58:00,"114 14th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
49202,Apple Airpods Headphones,2.0,150.0,2019-11-19 18:09:00,"491 Spruce St, Boston, MA 02215",2019,11,19,47,Boston,300.0
49206,AA Batteries (4-pack),4.0,2.990000009536743,2019-11-19 09:37:00,"944 13th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,11.960000038146973
49265,iPhone,1.0,700.0,2019-11-19 13:59:00,"294 Walnut St, San Francisco, CA 94016",2019,11,19,47,San Francisco,700.0
49282,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 17:48:00,"930 Hill St, Portland, OR 97035",2019,11,19,47,Portland,99.98999786376952
49292,Wired Headphones,2.0,11.989999771118164,2019-11-19 16:59:00,"308 Elm St, New York City, NY 10001",2019,11,19,47,New York City,23.979999542236328
49307,AA Batteries (4-pack),2.0,3.839999914169312,2019-11-19 15:53:00,"919 Ridge St, San Francisco, CA 94016",2019,11,19,47,San Francisco,7.679999828338624
49362,Wired Headphones,1.0,11.989999771118164,2019-11-19 18:25:00,"354 2nd St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
49389,LG Dryer,1.0,600.0,2019-11-19 16:11:00,"229 Willow St, Dallas, TX 75001",2019,11,19,47,Dallas,600.0
49417,Wired Headphones,1.0,11.989999771118164,2019-11-19 14:18:00,"867 Madison St, Dallas, TX 75001",2019,11,19,47,Dallas,11.989999771118164
49420,ThinkPad Laptop,1.0,999.989990234375,2019-11-19 19:54:00,"457 Pine St, Austin, TX 73301",2019,11,19,47,Austin,999.989990234375
49433,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 13:31:00,"710 Maple St, San Francisco, CA 94016",2019,11,19,47,San Francisco,2.990000009536743
49461,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 10:43:00,"581 Wilson St, New York City, NY 10001",2019,11,19,47,New York City,11.949999809265137
49524,Macbook Pro Laptop,1.0,1700.0,2019-11-19 19:01:00,"332 5th St, Boston, MA 02215",2019,11,19,47,Boston,1700.0
49602,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 22:09:00,"27 Chestnut St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,149.99000549316406
49614,AA Batteries (4-pack),5.0,3.839999914169312,2019-11-19 12:08:00,"782 Sunset St, New York City, NY 10001",2019,11,19,47,New York City,19.19999957084656
49659,27in 4K Gaming Monitor,1.0,389.989990234375,2019-11-19 11:58:00,"986 2nd St, Seattle, WA 98101",2019,11,19,47,Seattle,389.989990234375
49676,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 17:18:00,"175 12th St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
49763,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 18:17:00,"676 Dogwood St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,14.949999809265137
49778,Apple Airpods Headphones,1.0,150.0,2019-11-19 16:18:00,"165 Cherry St, San Francisco, CA 94016",2019,11,19,47,San Francisco,150.0
49817,27in FHD Monitor,1.0,149.99000549316406,2019-11-19 13:54:00,"311 Ridge St, New York City, NY 10001",2019,11,19,47,New York City,149.99000549316406
49829,27in 4K Gaming Monitor,1.0,389.989990234375,2019-11-19 16:17:00,"351 Spruce St, San Francisco, CA 94016",2019,11,19,47,San Francisco,389.989990234375
49941,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 06:55:00,"314 Lake St, Seattle, WA 98101",2019,11,19,47,Seattle,14.949999809265137
50011,Wired Headphones,1.0,11.989999771118164,2019-11-19 22:46:00,"679 10th St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
50025,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 21:38:00,"889 Cedar St, Boston, MA 02215",2019,11,19,47,Boston,11.949999809265137
50054,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 07:02:00,"712 South St, Austin, TX 73301",2019,11,19,47,Austin,11.949999809265137
50085,AA Batteries (4-pack),1.0,3.839999914169312,2019-11-19 16:00:00,"388 Meadow St, New York City, NY 10001",2019,11,19,47,New York City,3.839999914169312
50086,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 16:00:00,"388 Meadow St, New York City, NY 10001",2019,11,19,47,New York City,2.990000009536743
50114,USB-C Charging Cable,1.0,11.949999809265137,2019-11-19 08:48:00,"928 Center St, Los Angeles, CA 90001",2019,11,19,47,Los Angeles,11.949999809265137
50133,Wired Headphones,2.0,11.989999771118164,2019-11-19 13:01:00,"47 Cherry St, Seattle, WA 98101",2019,11,19,47,Seattle,23.979999542236328
50163,Wired Headphones,1.0,11.989999771118164,2019-11-19 12:47:00,"694 Hickory St, San Francisco, CA 94016",2019,11,19,47,San Francisco,11.989999771118164
50164,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 03:01:00,"684 Spruce St, Portland, OR 97035",2019,11,19,47,Portland,14.949999809265137
50191,Apple Airpods Headphones,1.0,150.0,2019-11-19 10:56:00,"132 Jefferson St, Portland, OR 97035",2019,11,19,47,Portland,150.0
50212,Apple Airpods Headphones,1.0,150.0,2019-11-19 12:08:00,"818 Lake St, San Francisco, CA 94016",2019,11,19,47,San Francisco,150.0
50213,Wired Headphones,1.0,11.989999771118164,2019-11-19 08:58:00,"646 Cedar St, Boston, MA 02215",2019,11,19,47,Boston,11.989999771118164
50214,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 08:58:00,"646 Cedar St, Boston, MA 02215",2019,11,19,47,Boston,14.949999809265137
50223,AA Batteries (4-pack),1.0,2.990000009536743,2019-11-19 20:40:00,"175 7th St, Austin, TX 73301",2019,11,19,47,Austin,2.990000009536743
50224,Apple Airpods Headphones,1.0,150.0,2019-11-19 20:40:00,"175 7th St, Austin, TX 73301",2019,11,19,47,Austin,150.0
50250,Flatscreen TV,1.0,300.0,2019-11-19 20:18:00,"32 2nd St, San Francisco, CA 94016",2019,11,19,47,San Francisco,300.0
50283,Flatscreen TV,1.0,300.0,2019-11-19 23:26:00,"86 Dogwood St, Seattle, WA 98101",2019,11,19,47,Seattle,300.0
50286,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 22:15:00,"332 South St, Atlanta, GA 30301",2019,11,19,47,Atlanta,99.98999786376952
50291,Flatscreen TV,1.0,300.0,2019-11-19 18:03:00,"334 Hickory St, Portland, ME 04101",2019,11,19,47,Portland,300.0
50297,iPhone,1.0,700.0,2019-11-19 22:33:00,"723 Pine St, San Francisco, CA 94016",2019,11,19,47,San Francisco,700.0
50368,34in Ultrawide Monitor,1.0,379.989990234375,2019-11-19 19:55:00,"422 Center St, San Francisco, CA 94016",2019,11,19,47,San Francisco,379.989990234375
50373,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 01:05:00,"166 Elm St, New York City, NY 10001",2019,11,19,47,New York City,99.98999786376952
50387,Lightning Charging Cable,1.0,14.949999809265137,2019-11-19 13:40:00,"935 Park St, Seattle, WA 98101",2019,11,19,47,Seattle,14.949999809265137
50397,AA Batteries (4-pack),2.0,2.990000009536743,2019-11-19 12:12:00,"328 Lakeview St, Austin, TX 73301",2019,11,19,47,Austin,5.980000019073486
50455,Bose SoundSport Headphones,1.0,99.98999786376952,2019-11-19 04:27:00,"418 8th St, Austin, TX 73301",2019,11,19,47,Austin,99.98999786376952
